0,33
9679
-41	51	21
44	-1	-9
-100	-84	-100
-28	14	45
-93	92	31
87	-60	8
-14	36	10
100	97	94
48	-56	41
85	-99	47
-100	-89	-85
-69	75	25
-35	39	27
-48	82	-2
16	78	-59
73	-27	-11
-77	31	75
-26	-39	94
-23	-6	60
-75	83	23
-90	77	42
43	66	-73
-100	-80	-88
-13	7	38
-53	47	36
79	-3	-40
64	-52	22
-30	-36	95
44	20	-29
-93	23	98
12	47	-25
-52	68	15
52	54	-70
54	34	-52
1	-39	69
79	-40	-4
94	-21	-37
10	47	-23
-78	71	37
-17	-9	57
30	80	-74
29	17	-12
3	-17	46
-100	-70	-57
-100	-45	-73
5	52	-24
-100	-98	-44
46	85	-94
4	-17	44
-46	80	-2
-1	-46	77
-100	-98	-20
27	36	-29
95	-50	-9
20	0	13
-40	97	-24
-100	-85	-58
-34	-36	99
-76	18	86
-13	-10	54
23	-36	45
-100	-99	-15
92	-73	15
-34	4	60
90	46	-98
61	18	-43
37	11	-14
18	-60	73
-53	12	71
39	-46	39
30	26	-22
-6	45	-6
-31	67	-4
-40	17	53
39	39	-43
98	-92	28
-100	-71	-94
1	-48	78
-69	23	75
48	-55	40
6	-16	42
79	51	-92
-29	98	-35
83	-78	29
26	-82	87
-36	39	28
-83	86	27
37	-90	84
-6	16	22
14	73	-52
43	-97	85
3	95	-63
-91	34	85
30	-42	44
-44	-17	90
-48	91	-11
-35	41	25
2	-64	92
-100	-55	-56
-38	67	3
-61	74	18
-74	76	28
57	-73	49
-88	97	21
14	58	-37
-100	-21	-50
31	-35	36
-87	24	91
50	66	-80
41	-78	69
-87	29	86
6	-10	36
24	42	-32
48	53	-65
24	28	-18
-100	-57	-79
-64	96	-1
92	-58	1
-35	15	50
52	76	-91
59	-46	21
52	-14	-4
73	50	-86
-14	32	14
7	-30	54
91	-40	-16
81	-46	0
-100	-8	-92
-40	-5	74
-17	50	0
-1	2	31
-12	49	-4
51	80	-94
37	-99	93
-31	-22	83
-53	-13	95
42	-94	84
30	-11	14
64	-11	-18
86	43	-91
-51	7	73
-2	27	7
-57	3	83
-42	71	3
8	95	-68
97	-87	24
-8	-63	100
-66	63	33
-15	-40	85
0	71	-37
97	-7	-53
47	-18	5
87	14	-64
-58	12	75
3	-16	44
-91	63	57
91	-84	27
62	62	-87
64	-14	-15
-34	77	-11
39	63	-66
83	22	-68
-100	-88	-63
-61	21	69
-32	-33	94
63	0	-28
62	-58	30
-74	32	71
71	22	-57
0	5	27
33	46	-44
25	36	-27
-18	-49	97
41	84	-89
71	-63	26
43	28	-36
-58	10	77
99	-99	34
69	67	-99
27	-57	61
44	-13	3
-4	71	-33
-26	-16	72
47	58	-69
100	-20	-44
-9	82	-39
17	-28	43
87	-70	17
38	32	-35
-47	71	7
24	-41	49
-19	-29	78
-59	93	-3
37	-15	12
94	-16	-42
41	-88	78
73	50	-86
61	-30	3
-18	61	-10
39	79	-82
-44	42	33
-88	25	91
97	-65	3
13	75	-53
-40	99	-26
47	-99	84
-59	89	1
95	4	-62
8	-44	67
-100	-95	-68
59	-29	4
70	-52	16
4	79	-48
-64	10	83
70	62	-95
-1	-11	43
-89	21	96
-100	-91	-69
67	-66	32
83	24	-70
-28	-42	99
33	-17	17
13	12	8
-100	-93	-91
-89	26	91
-47	80	-1
47	17	-29
37	-77	71
-83	60	52
-9	-57	96
-33	98	-32
-41	13	58
68	3	-36
-90	78	41
59	4	-28
10	78	-53
-61	5	85
-44	69	7
66	-26	-6
-100	-97	-65
14	-61	78
60	-86	59
58	-5	-18
75	44	-82
-10	36	6
54	-30	10
-44	24	50
-76	7	97
56	-32	10
-100	-100	-73
-76	84	22
61	-13	-13
-78	68	40
28	47	-40
-2	12	22
-36	23	44
35	-34	32
40	-59	51
8	70	-44
-28	17	42
32	2	0
3	65	-34
87	-51	-1
-21	18	34
-43	37	37
61	-27	1
-55	14	71
14	98	-76
70	53	-86
-47	55	23
65	18	-47
43	38	-45
4	31	-2
1	-54	83
-52	-11	92
53	43	-60
-74	33	70
40	3	-9
-57	67	21
41	8	-15
3	78	-46
71	27	-61
44	20	-29
42	77	-83
-78	43	64
24	-15	23
-18	24	26
17	66	-48
-50	5	74
-12	11	33
-32	-9	71
90	-15	-39
50	7	-22
89	-71	16
72	-47	9
28	31	-24
-98	74	53
13	-14	33
24	-81	88
2	-70	98
63	55	-81
46	20	-31
23	-33	42
-91	73	47
-100	-95	-83
72	24	-60
73	9	-46
-12	50	-5
-59	5	83
48	57	-69
-79	95	14
27	-1	7
-53	34	49
-87	96	21
-77	20	85
-54	83	3
51	-82	63
-12	100	-54
74	36	-73
-90	83	37
-94	22	100
87	-81	28
-21	2	50
60	40	-64
59	41	-64
6	98	-69
-87	94	23
-99	47	80
83	23	-69
-40	-3	73
-9	48	-6
-50	63	18
-1	56	-22
91	-72	15
-42	-26	97
-3	-51	84
-100	-90	-56
63	12	-39
68	64	-94
73	-78	38
34	44	-43
-74	59	45
96	-77	16
76	-67	25
3	-8	37
18	31	-15
77	-92	48
-100	-90	-65
-100	-79	-94
-29	99	-37
-38	-10	78
-54	93	-7
30	76	-70
100	-99	33
27	91	-82
-43	22	51
88	-71	18
-73	32	70
100	63	77
29	-23	27
-27	67	-8
56	55	-74
-100	-97	-74
30	-11	14
48	-83	67
-17	82	-32
-95	50	73
83	4	-51
-52	-16	97
-76	7	97
93	-22	-35
-46	-11	86
60	-65	38
25	26	-17
-100	-51	-70
-42	38	35
29	77	-70
45	13	-24
89	19	-71
17	-16	31
75	-17	-23
-76	62	44
84	-47	-2
-23	-22	75
-44	-20	93
-43	29	44
19	-61	73
2	-45	74
-45	13	62
24	88	-76
-49	9	70
-20	41	11
44	-68	56
90	15	-68
-100	-70	-72
-62	20	71
-20	-42	92
90	17	-70
20	28	-14
-33	-4	67
-26	57	1
74	37	-74
-46	87	-9
59	75	-97
-12	-13	56
-80	31	77
65	66	-94
-11	11	32
-37	58	11
-43	53	21
-27	81	-21
7	74	-46
100	-5	-58
-52	45	37
80	-66	20
-81	23	86
-100	-80	-69
-36	95	-26
-14	-31	75
-9	73	-30
-45	73	4
-50	99	-17
-8	-63	100
-52	94	-10
29	67	-61
43	-98	86
-80	26	83
97	18	-78
14	12	7
-40	80	-8
-21	12	40
45	-49	37
46	-23	11
78	-66	22
-9	10	31
5	62	-33
-45	-5	79
-59	100	-9
-25	88	-30
87	-45	-7
-100	-99	-67
-100	-42	-70
-37	1	66
-16	67	-18
91	-58	2
42	51	-57
7	-61	85
-100	-81	-35
2	44	-13
29	23	-18
-35	95	-27
19	40	-25
-16	-10	57
-16	59	-10
50	62	-75
-100	-60	-47
-65	21	73
-20	100	-46
-25	73	-15
-23	11	43
-48	41	38
80	21	-64
75	-96	54
-69	100	0
77	-71	28
-8	6	34
1	73	-40
74	17	-55
-91	25	94
34	16	-16
69	5	-38
-100	-79	-65
84	-85	35
-95	55	69
14	-78	94
-49	7	71
89	15	-67
-15	22	25
66	43	-72
100	-2	-61
37	95	-96
82	21	-66
-50	68	13
-20	-43	93
35	-52	49
-36	30	37
-32	-27	88
26	-11	18
84	-17	-31
12	58	-36
-19	3	47
100	81	82
27	0	6
-47	8	68
-95	79	45
-19	23	28
-81	87	24
88	-92	38
73	-33	-5
-27	-29	86
-8	74	-33
-63	98	-4
40	-38	31
-88	68	49
75	-5	-34
-48	58	21
-17	-26	73
-42	38	35
73	-44	5
31	2	0
-28	-26	84
58	72	-93
23	89	-76
74	12	-50
-48	70	10
-81	29	80
27	16	-9
51	-63	45
72	-25	-12
-26	95	-36
9	73	-48
-30	57	5
-80	83	27
59	61	-83
-63	-1	92
-2	82	-46
-43	12	61
-97	66	60
-100	-69	-46
-35	46	21
55	-87	64
83	-63	14
-28	66	-5
96	18	-77
18	78	-61
50	-37	21
-77	98	10
6	57	-29
-16	61	-12
-27	-14	71
99	12	-74
-26	84	-25
-82	55	56
33	-43	42
56	52	-71
-82	88	24
-13	-29	73
-70	29	70
-25	26	30
-63	84	10
35	-39	37
-72	92	11
-93	97	26
41	18	-25
-10	11	30
-9	-5	45
27	-3	9
-3	-33	67
-59	6	82
-21	54	-1
14	-35	52
38	5	-9
-42	49	24
-31	7	54
-100	-81	-76
80	52	-94
42	93	-98
-33	11	53
92	-46	-11
34	-75	72
-95	75	49
-97	28	97
58	-90	64
30	56	-51
36	-80	75
88	-43	-10
-83	27	84
-83	22	89
30	-98	99
-98	81	46
25	46	-37
54	-28	8
38	27	-30
33	-19	19
66	-99	65
-75	88	17
4	82	-51
-71	93	9
-16	-20	66
80	-68	22
21	-66	76
-68	92	7
-95	78	46
-51	-8	88
-71	47	54
43	-22	13
68	35	-67
99	17	-78
-92	87	35
74	-74	34
40	-19	12
-67	59	38
-8	92	-50
-100	-79	-99
97	33	-92
62	24	-50
-91	27	92
4	97	-66
-100	-59	-68
57	-35	12
-71	40	61
-100	-70	-46
86	13	-62
3	6	23
-100	-66	-57
67	-58	25
10	-52	73
89	39	-91
-79	14	93
-100	-39	-79
72	-96	57
77	-41	-1
-10	-18	59
43	5	-13
-13	-35	78
30	-84	85
-73	84	20
-61	96	-3
-100	-36	-65
66	29	-59
49	68	-80
8	64	-38
-29	-20	79
82	-98	49
-95	58	65
-60	9	80
61	-39	12
-30	-20	80
71	-72	35
-31	-8	69
16	4	13
28	58	-51
-85	57	57
64	-23	-7
-25	10	46
-47	89	-10
-41	10	61
33	-14	14
-7	1	38
91	34	-88
-27	1	57
23	-14	24
-100	-69	-12
46	-10	-2
-42	28	44
64	-65	34
96	-57	-4
76	-26	-15
-14	43	4
24	-44	52
15	0	18
99	-32	-31
-8	74	-32
-66	49	47
-76	36	69
-57	32	55
83	47	-93
16	-44	59
-40	27	43
0	75	-41
-24	-17	71
97	-68	6
4	37	-8
-39	89	-17
82	-67	19
38	66	-68
71	-24	-12
-55	75	11
-100	-32	-97
61	17	-42
-59	93	-2
28	-86	89
98	19	-79
-44	-21	94
55	36	-55
82	-39	-8
99	-20	-42
85	27	-75
-57	22	65
-33	7	56
35	32	-32
-9	-55	94
-20	-7	57
-100	-73	-85
1	69	-36
-70	48	52
-5	74	-35
-100	-57	-57
-73	16	85
-11	65	-21
-14	-43	87
-21	99	-45
6	69	-41
27	-40	45
-100	-60	-69
64	-41	11
-51	-19	98
-58	65	24
30	-90	91
-66	97	0
-100	-51	-73
99	-84	20
51	80	-94
34	67	-66
100	-23	-41
-100	69	60
-86	45	70
-1	52	-18
-50	35	45
-69	58	41
-19	94	-41
59	5	-29
-97	34	91
56	12	-33
-24	-14	68
76	-98	55
-56	59	28
35	-7	5
-61	36	55
10	28	-5
7	12	14
78	-35	-8
-62	60	33
-28	49	11
62	-40	12
-100	-98	-72
38	32	-35
14	26	-6
4	76	-45
-11	4	38
-33	2	61
-45	5	70
-100	20	-91
27	83	-74
78	-97	52
-24	-28	82
99	-11	-51
66	60	-89
-62	52	40
-100	-46	-45
62	-72	43
16	12	5
72	-22	-15
-24	75	-18
-64	16	77
-90	95	25
32	52	-49
-50	58	23
49	42	-55
-41	-27	97
-33	20	44
68	3	-36
79	38	-80
-22	-12	64
4	67	-37
1	-54	83
-84	77	37
-11	25	18
-49	-10	88
50	-63	45
71	48	-82
49	-33	17
-33	98	-32
69	-68	32
-50	10	70
66	-54	22
-97	82	44
89	-93	38
-12	-52	94
-51	59	23
92	-23	-33
81	-59	12
5	-21	47
66	7	-37
74	45	-82
24	-42	50
-41	-22	92
-61	18	72
-55	22	63
79	-18	-25
67	25	-56
44	-1	-9
70	-31	-4
-51	20	61
-95	86	38
-64	0	92
8	49	-23
6	75	-47
-28	47	13
76	62	-100
78	-3	-39
-100	-33	-58
-3	8	27
-50	69	12
46	-91	77
5	-43	69
24	-11	20
40	-73	65
-53	58	26
33	-91	89
7	-32	57
-10	52	-9
-79	13	94
60	43	-67
-6	72	-32
-66	39	56
17	-59	73
-57	86	3
88	-42	-11
10	19	4
-52	29	53
75	-76	35
-100	-95	-55
63	-42	13
-18	-23	71
-100	-37	-40
81	16	-60
-100	-82	-90
-33	-26	88
-42	59	14
58	-58	33
40	72	-76
55	21	-41
25	-45	52
-100	-55	-54
-55	-16	100
95	-53	-7
44	1	-11
83	-40	-8
2	35	-4
42	-51	42
-36	79	-11
6	29	-2
12	-64	83
93	0	-56
-22	-15	67
-100	-70	-50
64	-95	63
50	-62	45
-60	17	72
92	-20	-36
-36	-3	69
41	-83	74
79	12	-55
-37	91	-22
29	-72	74
-54	91	-5
20	-50	61
-74	10	93
2	71	-39
-82	14	96
-64	43	51
8	-41	64
96	2	-61
-69	29	69
-66	38	58
84	-6	-42
20	32	-18
-100	-92	-86
-67	4	91
22	-74	83
16	85	-66
42	-71	61
40	15	-21
-23	4	50
-71	19	81
5	-58	84
-12	-38	80
-83	59	53
100	67	75
-86	89	27
66	35	-65
29	34	-28
42	22	-30
8	90	-63
37	-8	5
-1	-60	91
62	-29	1
30	64	-59
11	-74	93
53	61	-77
14	-68	85
91	-56	0
74	0	-38
52	28	-44
32	52	-49
-75	3	100
95	-66	6
80	-68	22
-67	30	66
-45	7	67
72	26	-62
2	44	-12
-100	-15	-62
-65	66	29
-100	-94	1
-100	-82	-97
78	-15	-28
63	-6	-22
34	14	-14
37	70	-71
46	10	-21
48	22	-35
55	-11	-10
-95	91	34
23	-25	34
15	-80	95
-85	17	96
15	-71	86
29	11	-6
72	10	-46
45	-42	30
99	-80	15
60	33	-57
17	-39	54
-10	5	37
27	-81	85
49	-38	22
82	-94	45
98	-34	-28
6	46	-18
100	81	62
-47	-22	98
94	-16	-42
-69	42	57
42	90	-95
1	25	7
52	64	-79
90	-81	25
62	-17	-10
-42	35	38
47	-48	34
48	14	-27
-33	47	18
-100	-94	-6
48	-92	76
-87	95	22
-37	14	53
100	-31	-33
18	-45	58
-34	36	29
83	-90	40
4	4	24
55	5	-25
-51	5	75
52	74	-89
-100	-91	-67
-17	-20	68
65	-83	51
-88	24	92
-98	40	86
60	-77	50
24	87	-75
35	99	-97
-78	35	72
49	55	-68
96	5	-64
43	-26	16
13	-24	43
38	31	-34
-41	-25	95
-100	-94	-36
100	72	79
-69	63	36
69	-26	-8
-100	-89	-85
-99	71	57
44	-74	62
-74	28	75
61	-25	-1
-59	92	-1
-5	-27	63
19	73	-57
-100	-80	-89
-40	-19	88
-100	-94	-78
64	-13	-16
94	-15	-43
75	30	-68
-46	20	56
55	-63	41
83	-27	-21
-6	16	22
43	80	-86
-66	69	28
-93	90	33
-66	82	15
-16	-24	71
-85	26	87
82	-33	-14
62	-92	63
-28	-29	87
69	60	-92
-50	7	73
-58	83	6
-67	85	13
46	28	-39
-88	27	89
-16	-30	76
11	24	-2
0	-65	95
-70	-1	99
78	-72	28
62	29	-55
-100	-19	-58
-27	-35	91
72	-90	51
32	48	-45
95	43	-100
-35	-28	92
84	-11	-37
73	-12	-25
-4	100	-62
-18	42	8
34	-80	77
12	27	-6
-100	78	51
-28	39	21
13	97	-74
-75	18	85
81	-68	21
62	38	-64
-100	-79	-36
20	47	-33
13	-66	84
82	-30	-17
-12	-55	97
82	6	-52
-7	-32	70
-100	-57	-32
41	-48	39
-25	-33	88
-38	3	65
34	32	-32
49	65	-78
-19	51	1
-88	66	51
31	-46	47
42	81	-86
-100	-67	-18
-76	51	54
-65	94	2
66	-100	66
99	-86	22
81	-81	34
16	71	-52
-100	-99	-26
-23	73	-17
-17	59	-9
28	94	-86
66	-16	-15
24	-91	98
-41	22	49
96	-45	-16
15	-84	99
19	29	-15
94	-95	35
75	-39	-1
88	8	-59
27	-15	21
-58	32	56
-90	25	93
-72	20	80
12	67	-44
-63	4	88
8	-49	72
-32	0	62
100	95	79
-90	33	85
-100	-66	-26
-87	87	30
-76	76	30
-70	18	80
100	81	76
-65	59	36
-39	-1	70
41	-32	24
83	-14	-33
-70	22	77
21	-60	70
-46	42	35
71	57	-91
57	11	-33
59	-33	8
51	-4	-12
71	28	-63
-49	-14	92
-31	64	-1
-45	33	43
87	-14	-37
-8	76	-34
8	94	-67
-86	98	18
27	47	-39
-100	-93	-93
65	6	-35
22	-28	38
14	88	-67
-67	30	66
48	-54	39
-100	-72	-44
2	-54	82
-100	-30	-85
-21	13	39
-100	-70	-31
75	17	-56
19	97	-80
-17	27	22
-40	50	21
-50	-12	91
60	10	-35
73	-51	12
10	-22	44
77	11	-52
80	-71	25
-100	-29	-75
35	58	-57
91	-17	-38
39	95	-97
-100	-96	-46
78	-30	-13
47	-84	69
-33	6	57
36	86	-86
-15	81	-33
-20	-43	92
42	-48	39
-22	98	-42
76	-18	-22
84	-80	30
-24	96	-38
27	16	-9
75	-1	-38
-6	-62	98
41	-39	31
-63	-2	93
54	81	-98
-10	-9	50
-57	92	-3
95	-59	-1
-100	-75	-92
-62	88	5
-7	41	-1
57	-57	33
49	-87	70
-29	38	23
50	15	-30
0	29	4
62	-64	35
-10	-8	49
-1	7	26
91	-74	18
10	61	-37
26	53	-44
62	-32	4
60	78	-100
82	-45	-2
79	-32	-12
-100	-41	-52
78	14	-56
-93	27	94
-84	79	35
-19	10	40
-37	-14	81
-30	97	-34
-35	87	-20
-28	-20	78
5	92	-62
19	5	9
85	-2	-47
92	5	-60
-82	16	94
-47	27	50
47	-87	72
-62	52	40
-99	98	31
65	-98	66
70	-25	-10
-51	64	18
47	-10	-3
-100	-40	-87
-3	65	-28
-54	-4	87
-69	87	13
-54	51	33
65	-65	34
91	22	-75
-30	45	17
28	-39	43
84	27	-74
1	97	-63
82	3	-49
62	50	-75
55	-92	69
13	-65	83
-68	19	78
-77	45	61
-14	-40	84
58	35	-57
24	-26	34
82	-32	-15
-22	-23	75
-100	-26	-71
40	-83	75
61	-91	62
100	72	77
40	48	-53
-6	-28	65
-62	1	90
-1	16	17
50	86	-99
-69	18	80
67	33	-64
-77	60	46
-9	19	22
-62	74	19
72	-49	11
-100	-97	-17
86	4	-54
-77	64	43
68	-2	-30
-36	88	-19
-89	84	35
35	-6	5
60	35	-59
50	41	-55
-51	63	19
-27	-23	80
-52	3	78
21	-36	47
76	-67	25
30	2	2
97	11	-71
23	-71	79
80	-10	-34
-41	-4	75
98	-96	32
32	68	-64
14	-43	60
13	-22	41
-48	57	22
-76	63	43
75	35	-73
52	84	-99
-100	-7	-58
70	-23	-12
-45	57	19
64	-89	58
-43	65	9
74	-59	19
41	13	-19
-94	79	44
32	87	-83
-64	15	78
-23	-7	60
-47	38	40
-79	35	73
34	2	-2
83	-93	43
-80	63	46
-88	79	39
24	-7	16
87	-26	-25
34	-58	56
-44	-6	80
-47	56	22
-19	0	50
-95	69	55
-30	-22	82
-100	-21	-60
94	44	-100
56	-76	53
-100	-60	-100
88	-25	-27
82	4	-50
-100	-63	-97
19	-68	80
87	7	-57
-46	21	55
55	37	-56
-53	-3	85
20	-71	82
2	100	-67
83	-83	34
61	35	-60
-86	98	18
-100	-78	-28
21	-14	25
-71	24	76
-64	48	46
7	-29	54
-86	19	95
74	-71	30
97	-1	-59
42	-18	10
57	4	-26
-2	-53	85
-59	15	73
89	-49	-5
-56	68	19
-72	33	68
57	-19	-4
99	26	-87
14	-52	69
42	37	-44
-72	5	95
-100	-93	-69
35	-57	54
77	-10	-31
-83	53	59
100	93	44
-1	66	-31
18	-5	20
-22	38	16
-59	9	79
-51	3	77
19	-59	71
79	-89	44
-23	-27	80
9	-21	44
99	-9	-53
87	-1	-50
-33	-6	69
10	11	12
-51	88	-5
90	-23	-31
91	-32	-24
70	-21	-14
50	30	-44
-25	4	51
44	38	-47
31	97	-91
6	-28	53
-18	2	47
30	22	-18
-30	-7	67
-72	18	83
60	-92	64
-82	77	35
-88	42	75
89	-37	-17
-7	45	-5
-100	-72	-71
-45	24	51
-32	-24	85
-61	0	90
-48	77	3
89	-28	-25
47	-45	31
95	-56	-4
-62	11	80
80	-34	-11
-74	20	83
-81	63	47
-100	-99	-56
-59	75	15
19	76	-60
21	43	-30
100	74	75
27	-24	30
51	37	-52
-11	74	-29
1	-58	87
28	-56	60
-100	-61	-88
-42	-9	80
-95	68	56
88	-74	21
-17	-42	89
-4	33	4
42	-77	67
92	-36	-20
31	12	-9
-37	15	52
-10	96	-52
-82	89	23
-19	71	-19
44	38	-47
95	-32	-27
93	-49	-9
18	-81	93
50	-26	10
30	-60	62
-88	91	27
-74	4	98
54	0	-19
45	58	-67
-48	-6	83
4	80	-49
-26	21	36
-46	42	35
24	-35	43
42	9	-16
70	-30	-6
-73	21	81
81	22	-66
74	-8	-31
58	28	-50
-1	91	-56
61	-10	-16
-50	41	40
-14	-1	46
92	-33	-23
90	32	-84
-74	3	99
-32	-26	87
-70	2	96
4	76	-46
-49	37	42
-31	72	-9
39	64	-67
56	25	-45
64	-65	34
60	-63	36
46	-61	48
-71	74	27
99	-66	2
90	-16	-38
52	-45	26
-66	5	90
86	2	-52
91	-100	42
-60	67	24
-41	67	6
-100	-76	-18
-78	78	30
73	31	-67
44	6	-16
82	-94	45
58	-39	15
-44	-12	85
-9	-57	96
-91	28	91
-78	36	71
25	-63	69
-5	-27	63
-100	-46	-51
69	19	-52
98	-26	-36
-20	54	-1
35	20	-21
-66	32	63
24	90	-78
66	67	-95
-82	63	48
84	44	-90
